Acceleration_0,Acceleration_1,Acceleration_2,Pulling,Velocity,Difference
309.92,313.19,304.67,541.54,0.07,15
309.95,313.15,304.56,673.7,0.08,5
309.96,313.16,304.81,760.73,0,8.333333333
309.91,313.25,304.82,728.5,0.08,16.66666667
309.7,313.1,304.82,944.47,0,18.33333333
310.63,313.25,304.37,1066.96,0.08,5
310.41,313.06,304.71,1244.25,0.08,8.333333333
309.43,313.1,304.77,1418.32,0.15,13.33333333
309.96,313.06,305.51,1373.19,0,6.666666667
310.39,310.35,304.6,889.67,19.16,10
309.7,305.59,304.02,1054.07,0.08,15
310.51,313.03,303.95,1118.53,11.34,15
309.53,325.5,305.04,1057.29,9.35,8.333333333
310.43,306.29,305.61,860.66,12.11,6.666666667
310.51,311.15,303.97,1102.42,2.84,18.33333333
310.33,316.69,305.03,1137.88,13.88,13.33333333
309.22,333.86,304.14,1012.16,5.67,11.66666667
310.32,289.84,306.97,876.78,15.95,3.333333333
311.23,304.47,303.21,1118.53,0.53,15
309.5,320.76,306.14,1044.4,18.78,18.33333333
309.24,333.79,301.66,960.59,11.34,10
311.5,283.51,305.77,857.44,7.05,5
310.37,303.55,302.86,1157.22,1.08,13.33333333
309.77,323.07,306.74,979.93,16.17,11.66666667
308.81,335.84,300.94,902.56,17.09,3.333333333
310.51,296.4,306.67,896.12,1.99,13.33333333
310.48,305.52,303.56,1141.1,17.63,18.33333333
310.26,320.81,306.4,954.14,12.8,10
309.56,323.42,303.36,841.32,17.17,5
310.51,306.48,304.89,921.9,0.23,15
310.52,309.74,303.88,1131.43,19.7,15
309.75,324.33,305.81,1005.71,11.27,13.33333333
310.6,313.31,305.41,799.41,17.71,3.333333333
310.79,310.24,303.35,1015.38,2.22,13.33333333
310.42,315.08,304.67,1095.97,15.72,13.33333333
309.69,330.35,304.58,970.26,16.56,13.33333333
311.19,294.69,306.15,825.2,1.68,8.333333333
311.23,306.76,303.47,1105.64,7.13,8.333333333
310.08,319.37,305.65,1044.4,11.42,13.33333333
309.59,337.49,302.3,973.48,18.25,15
311.4,285.7,306.3,815.53,0.15,0
311.08,303.33,302.65,1160.44,17.1,15
310.43,322.96,306.07,1015.38,4.76,15
309.56,338.05,302.06,902.56,18.78,10
311.13,289.23,305.13,838.1,2.45,3.333333333
311.2,304.91,303.04,1166.89,14.87,16.66666667
310.22,321.4,305.97,1054.07,17.4,15
309.67,333.93,302.65,944.47,17.48,15
311.5,289.63,305.18,831.65,10.5,5
311.23,306.43,303.28,1121.76,6.98,8.333333333
310.02,320.26,305.81,1063.74,16.71,15
310.11,337.32,302.82,944.47,3.99,18.33333333
311.52,285.71,304.77,818.75,18.24,5
311.11,306.88,303.36,1099.19,0.69,8.333333333
310.48,321.55,306.25,1047.62,17.09,15
309.86,339.27,302.05,899.34,14.18,15
311.38,290.24,305.17,857.44,4.91,0
311.26,305.73,303.22,1108.86,4.98,16.66666667
310.6,320.77,305.6,1021.83,13.88,3.333333333
310.06,332.18,302.1,967.03,16.79,10
311.58,283.89,305.12,805.86,0.69,28.33333333
311.48,306.62,303.34,1073.41,18.48,3.333333333
310.43,320.2,305.63,1005.71,4.67,11.66666667
309.86,335.99,302.23,925.13,16.79,10
311.58,288.74,305.44,754.29,9.12,8.333333333
311.41,307.76,303.43,1073.41,10.58,11.66666667
310.53,319.5,305.41,1095.97,15.41,16.66666667
310.15,341.04,302.62,950.92,18.32,10
311.59,289.14,305.54,805.86,13.11,6.666666667
311.45,286.9,305.68,979.93,2.61,13.33333333
311.55,306.76,303.4,1031.5,20.39,11.66666667
310.56,321.38,305.28,941.25,5.6,15
310.35,341.14,301.58,783.3,17.02,6.666666667
311.71,287,306.21,1112.09,1.3,10
311.76,305.45,302.99,1037.95,17.25,15
310.78,321.95,305.63,992.82,12.95,15
310.12,341.45,302.06,741.39,3.37,8.333333333
311.07,298.1,305.73,1031.5,3.83,3.333333333
312.06,304.9,303.23,1025.05,11.04,18.33333333
310.66,321.12,305.36,780.07,20.31,3.333333333
310.6,324.47,302.1,828.42,0.08,10
312.46,283.45,305.12,1756.78,14.11,16.66666667
311.88,307.39,303.49,1066.96,2.61,15
310.44,321.33,305.58,876.78,18.02,6.666666667
311.06,324.25,302.88,747.84,3.06,6.666666667
312.1,293.21,305.69,1141.1,13.57,15
311.72,306.82,303.4,954.14,20.16,16.66666667
310.79,321.15,306.02,963.81,14.33,11.66666667
310.96,332.9,302.92,705.93,15.11,5
311.64,314.49,303.95,1137.88,6.13,11.66666667
311.39,312.38,304.04,1031.5,14.34,18.33333333
310.97,315.79,304.97,892.89,2.07,11.66666667
311.66,303.18,304.42,825.2,15.79,6.666666667
311.92,310.06,303.82,1137.88,3.06,11.66666667
311.37,317.58,304.24,954.14,16.33,15
311.12,320.64,305.32,841.32,8.13,1.666666667
311.65,294.05,304.86,876.78,11.12,11.66666667
312.26,306.84,302.9,1153.99,0.69,20
311.45,316.99,304.32,944.47,19.32,6.666666667
310.81,331.4,303.05,841.32,10.73,8.333333333
311.63,290.76,304.4,905.79,5.21,13.33333333
312.48,306.36,303.43,1083.08,21.23,15
311.1,322.42,305.14,934.8,14.18,15
310.65,344.26,302.26,754.29,19.32,1.666666667
312.57,287.19,305.27,960.59,0.15,11.66666667
312.58,303.4,302.49,1070.18,17.17,15
310.81,323.51,305.52,934.8,10.27,16.66666667
311.03,333.94,302.67,731.72,19.7,5
