Acceleration_0,Acceleration_1,Acceleration_2,Pulling,Velocity
 309.91, 313.14, 304.64, 112.82,0.00
 309.91, 313.14, 304.66, 128.94,0.00
 309.93, 313.13, 304.64, 122.49,0.00
 309.91, 313.14, 304.66, 77.36,0.00
 309.90, 313.13, 304.65, 135.38,0.00
 309.92, 313.13, 304.65, 122.49,0.00
 309.94, 313.13, 304.65, 128.94,0.00
 309.90, 313.14, 304.67, 135.38,0.00
 309.92, 313.13, 304.66, 96.70,0.00
 309.94, 313.13, 304.65, 119.27,0.00
 309.91, 313.12, 304.66, 116.04,0.00
 309.90, 313.13, 304.67, 125.71,0.00
 309.93, 313.13, 304.66, 103.15,0.00
 309.93, 313.13, 304.63, 80.59,0.00
 309.88, 313.13, 304.67, 128.94,0.00
 309.93, 313.13, 304.65, 148.28,0.00
 309.94, 313.13, 304.64, 109.60,0.00
 309.93, 313.13, 304.65, 109.60,0.00
 309.90, 313.12, 304.68, 90.26,0.00
 309.93, 313.14, 304.65, 132.16,0.00
 309.93, 313.13, 304.65, 157.95,0.00
 309.90, 313.13, 304.65, 109.60,0.00
 309.92, 313.14, 304.66, 119.27,0.00
 309.93, 313.13, 304.64, 80.59,0.00
 309.92, 313.14, 304.66, 106.37,0.00
 309.91, 313.13, 304.66, 93.48,0.00
 309.93, 313.14, 304.65, 141.83,0.00
 309.91, 313.13, 304.67, 154.73,0.00
 309.91, 313.13, 304.66, 90.26,0.00
 309.94, 313.13, 304.66, 148.28,0.00
 309.91, 313.14, 304.66, 141.83,0.00
 309.91, 313.13, 304.67, 93.48,0.00
 309.93, 313.14, 304.66, 112.82,0.00
 309.91, 313.13, 304.66, 83.81,0.00
 309.91, 313.13, 304.66, 128.94,0.00
 309.93, 313.14, 304.64, 122.49,0.00
 309.95, 313.13, 304.67, 70.92,0.00
 309.92, 313.13, 304.67, 119.27,0.00
 309.92, 313.13, 304.69, 90.26,0.00
 309.95, 313.14, 304.64, 99.93,0.00
 309.92, 313.13, 304.66, 122.49,0.00
 309.91, 313.13, 304.67, 103.15,0.00
 309.94, 313.14, 304.65, 116.04,0.00
 309.90, 313.12, 304.64, 54.80,0.00
 309.91, 313.13, 304.65, 132.16,0.00
 309.93, 313.12, 304.68, 116.04,0.00
 309.95, 313.14, 304.68, 135.38,0.00
 309.88, 313.12, 304.63, 174.07,0.08
 309.93, 313.14, 304.64, 145.05,0.00
 309.93, 313.15, 304.63, 219.19,0.00
 309.93, 313.13, 304.68, 232.09,0.00
 309.91, 313.14, 304.68, 306.23,0.08
 309.95, 313.12, 304.67, 425.49,0.00
 309.92, 313.14, 304.60, 1060.51,0.08
 309.89, 313.14, 304.64, 667.25,0.08
 309.89, 313.10, 304.66, 796.19,0.08
 310.13, 313.27, 304.61, 825.20,0.08
 309.70, 313.07, 304.81, 776.85,0.00
 309.49, 312.87, 304.19, 767.18,0.00
 310.37, 313.30, 304.15, 825.20,0.00
 309.50, 313.00, 304.63, 899.34,0.08
 309.76, 313.10, 305.00, 1083.08,0.00
 309.04, 313.11, 304.99, 1357.07,0.15
 309.09, 347.25, 304.49, 954.14,6.67
 311.13, 301.42, 305.19, 1089.52,3.53
 310.57, 311.28, 304.40, 1134.65,4.98
 310.02, 315.35, 304.78, 1008.94,8.74
 309.94, 318.69, 304.83, 1057.29,8.82
 309.38, 324.28, 304.83, 1070.18,7.97
 309.52, 320.39, 304.15, 1028.28,11.27
 310.58, 300.66, 305.17, 986.37,8.13
 310.02, 303.12, 304.36, 1044.40,16.25
 310.89, 294.28, 304.99, 1037.95,15.79
 310.26, 310.71, 304.60, 1141.10,11.81
 309.61, 320.95, 305.11, 1054.07,25.37
 309.83, 321.03, 304.22, 1012.16,20.24
 309.88, 320.33, 304.76, 967.03,16.56
 310.22, 312.37, 304.39, 963.81,20.01
 310.11, 316.27, 304.34, 1012.16,21.00
 310.27, 310.99, 304.73, 912.23,21.62
 310.37, 313.61, 304.59, 551.21,22.84
 310.08, 314.33, 304.66, 1008.94,21.92
 310.48, 312.84, 304.29, 1002.49,22.38
 310.32, 310.87, 304.60, 957.36,24.07
 310.36, 313.48, 304.27, 1021.83,22.84
 310.26, 315.24, 304.28, 1012.16,23.92
 310.37, 315.72, 304.14, 1018.61,23.76
 310.51, 313.90, 304.27, 1025.05,24.45
 310.49, 312.79, 304.51, 1021.83,24.84
 310.80, 311.96, 304.63, 963.81,25.14
 310.81, 311.21, 304.56, 976.70,25.22
 310.64, 312.21, 304.46, 973.48,25.91
