span
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.9800
 467.8800
 467.8800
 467.7800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.9800
 467.9800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.9800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.7800
 467.8800
 467.8800
 467.8800
 467.8800
 467.9800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.8800
 467.9800
 467.9800
 467.8800
 467.8800
 467.8800
 466.6800
 465.9800
 464.9800
 464.1800
 463.2800
 462.8800
 461.9800
 460.7800
 460.0800
 459.1800
 458.3800
 456.9800
 455.6800
 454.4800
 453.1800
 451.7800
 450.4800
 449.0800
 447.6800
 446.4800
 444.7800
 443.2800
 441.9800
 440.2800
 438.9800
 438.0800
 436.5800
 434.8800
 433.2800
 431.7800
 430.0800
 428.4800
 426.7800
 425.1800
 423.3800
 421.9800
 420.5800
 418.8800
 417.3800
 416.0800
 414.3800
 412.9800
 412.1800
 410.5800
 409.1800
 407.5800
 405.9800
 404.5800
 402.8800
 401.3800
 399.6800
 398.0800
 396.5800
 395.1800
 393.5800
 391.9800
 390.7800
 389.3800
 388.2800
 387.4800
 386.1800
 384.8800
 383.3800
 382.0800
 380.9800
 379.3800
 378.1800
 376.6800
 375.1800
 373.5800
 372.0800
 370.4800
 368.9800
 367.6800
 366.2800
 364.7800
 364.2800
 362.8800
 361.4800
 360.1800
 359.3800
 356.8800
 356.3800
 354.9800
 353.6800
 352.1800
 350.9800
 349.4800
 347.9800
 346.3800
 344.5800
 343.3800
 341.8800
 340.5800
 339.1800
 337.8800
 336.4800
 334.8800
 333.7800
 332.3800
 331.7800
 330.3800
 328.9800
 327.5800
 326.3800
 324.9800
 323.3800
 321.8800
 320.4800
 318.8800
 317.5800
 316.1800
 314.6800
 313.4800
 312.0800
 310.6800
 309.2800
 308.6800
 307.2800
 305.9800
 304.4800
 303.0800
 301.6800
 300.3800
 298.7800
 297.5800
 295.8800
 294.2800
 293.0800
 291.7800
 290.4800
 289.0800
 287.7800
 286.1800
 285.5800
 284.1800
 282.7800
 281.2800
 279.8800
 278.3800
 276.8800
 275.3800
 273.7800
 272.1800
 270.6800
 269.0800
 267.6800
 266.3800
 264.9800
 263.5800
 262.1800
 261.3800
 259.8800
 258.4800
 257.0800
 255.5800
 253.8800
 252.3800
 250.6800
 249.1800
 247.7800
 246.0800
 244.6800
 243.0800
 241.6800
 240.0800
 238.6800
 237.8800
 236.2800
 234.6800
 233.1800
 231.5800
 229.9800
 228.5800
 226.8800
 225.3800
 224.9800
 223.6800
 221.9800
 220.6800
 219.6800
 218.2800
 216.6800
 214.7800
 214.1800
 213.0800
 211.0800
 209.6800
 208.1800
 206.4800
 204.9800
 204.8800
 203.3800
 201.6800
 200.1800
 198.9800
 197.8800
 196.6800
 194.9800
 193.2800
 191.3800
 189.6800
 188.3800
 187.8800
 186.6800
 185.0800
 183.3800
 183.1800
 182.0800
 180.4800
 178.6800
 177.2800
 175.5800
 174.2800
 173.0800
 171.7800
 170.1800
 167.9800
 166.3800
 164.5800
 163.5800
 162.4800
 161.4800
 159.7800
 158.4800
 157.6800
 156.6800
 155.3800
 153.7800
 152.0800
 150.4800
 148.9800
 147.3800
 146.0800
 145.0800
 143.6800
 141.9800
 140.4800
 138.8800
 137.5800
 136.3800
 135.5800
 133.9800
 132.3800
 131.3800
 130.3800
 129.2800
 127.7800
 126.2800
 124.3800
 122.6800
 120.7800
 119.3800
 118.6800
 117.6800
 116.1800
 114.6800
 113.1800
 111.5800
 110.1800
 110.0800
 108.4800
 106.9800
 105.3800
 103.9800
 102.3800
 101.0800
 99.7800
 98.3800
 96.9800
 95.4800
 93.9800
 92.5800
 91.1800
 89.5800
 88.0800
 87.8800
 85.8800
 84.1800
 82.8800
 81.2800
 79.7800
 78.5800
 76.9800
 75.3800
 73.6800
 72.2800
 70.6800
 69.8800
 69.8800
 68.0800
 67.4800
 66.8800
 66.2800
 66.2800
 65.9800
 65.8800
 65.9800
 65.9800
 65.9800
 65.9800
 65.9800
 65.9800
 66.0800
 65.9800
 65.9800
 65.9800
 65.9800
 65.9800
 65.9800
 65.9800
 65.9800
 65.9800
 65.9800
 65.8800
