Acceleration_0,Acceleration_1,Acceleration_2,Pulling,Velocity
312.12,313.18,303.98,145.05,0
312.15,313.17,303.98,164.4,0
312.13,313.18,303.99,167.62,0
312.13,313.16,303.99,148.28,0
312.15,313.17,303.99,157.95,0
312.13,313.17,303.98,106.37,0
312.11,313.17,304,151.5,0
312.14,313.17,303.99,161.17,0
312.15,313.16,303.97,154.73,0
312.14,313.17,303.98,377.14,0
312.1,313.16,303.99,180.51,0
312.16,313.17,303.99,151.5,0
312.14,313.17,303.98,93.48,0
312.13,313.17,303.99,167.62,0
312.13,313.17,303.99,154.73,0
312.14,313.16,303.98,154.73,0
312.15,313.17,303.98,261.1,0
312.12,313.16,303.98,154.73,0
312.16,313.16,303.99,145.05,0
312.13,313.16,303.99,135.38,0
312.12,313.17,303.99,106.37,0
312.15,313.18,303.98,128.94,0
312.13,313.16,303.98,183.74,0
312.13,313.17,303.98,157.95,0
312.13,313.17,303.99,170.84,0
312.15,313.17,303.98,141.83,0
312.13,313.17,303.99,70.92,0
312.13,313.16,304,161.17,0
312.14,313.17,303.97,141.83,0
312.15,313.18,303.98,145.05,0
312.13,313.17,303.97,135.38,0
312.13,313.17,303.98,125.71,0
312.14,313.17,303.97,141.83,0
312.12,313.17,303.97,145.05,0
312.14,313.16,303.96,190.18,0
312.15,313.17,303.98,219.19,0.08
312.15,313.17,303.99,196.63,0
312.12,313.17,303.99,273.99,0
312.16,313.18,303.98,248.21,0
312.17,313.16,304.01,315.9,0
312.07,313.23,303.97,386.81,0
312.1,313.15,303.96,412.6,0
312.11,313.16,303.94,499.63,0
312.16,313.22,303.94,509.3,0.08
312.2,313.18,304,609.23,0
312.1,313.22,304.14,686.59,0
312.15,313.08,304.1,680.15,0
312.26,313.08,304.03,757.51,0.08
312.5,313.24,303.82,815.53,0
312.06,313.19,303.73,947.69,0.08
312.18,312.98,304.12,1112.09,0.08
312.14,313.3,304.15,773.63,0.08
305.66,277.12,297.97,809.08,0
312.84,307.09,302.54,941.25,15.48
311.8,308.42,305.67,905.79,0
312.77,307.04,302.46,1137.88,1.84
311.74,320.56,305.7,992.82,13.65
312.04,318.61,303.51,912.23,5.29
312.72,310.22,304.03,825.2,9.43
312.6,310.32,303.51,1189.45,17.25
311.82,318.95,304.48,999.27,16.4
312.11,310.48,304.59,883.22,13.65
313.15,310.29,303.36,954.14,5.29
312.03,315.77,304.35,1115.31,19.7
311.68,332.62,303.08,986.37,2.68
312.75,291.64,305.82,802.64,16.33
313.23,304.51,302.78,1018.61,1.84
311.98,322.83,305.52,1099.19,17.94
311.56,335.05,301.6,892.89,6.9
313.16,286.07,305,757.51,11.27
313.19,303.48,302.18,1102.42,0.23
311.56,322.93,305.7,992.82,17.63
312.49,328.05,301.58,992.82,11.5
312.4,306.91,305.64,796.19,7.13
312.87,307.5,302.81,1112.09,19.32
311.85,318.83,305.04,1005.71,17.1
312.81,311.67,304.92,938.02,15.18
313.16,310.21,303.36,886.45,2.91
312.4,316.69,304.33,1166.89,17.94
311.74,335.96,302.28,912.23,3.29
312.72,287.49,305.74,850.99,16.64
313.61,302.86,302.6,967.03,1.23
312,324.06,305.57,1066.96,19.01
312.22,332.44,300.53,947.69,6.21
312.73,291.4,305.31,0,18.09
313.62,304.21,302.58,1073.41,0.08
312.26,321.44,305.83,1034.73,18.25
312.54,322.87,303.6,957.36,11.5
313.51,312.92,302.79,780.07,7.2
313.16,310.1,303.34,1099.19,1.15
312.12,317.28,304.92,1025.05,17.32
312.95,301.07,304.86,941.25,14.34
313.68,308.25,303.17,870.33,3.07
312.6,318.78,304.12,1131.43,18.24
312.25,333.63,303.28,928.35,13.18
313.02,286.9,305.59,834.87,19.01
313.84,304.63,302.84,931.58,0.46
312.31,323.06,305.24,1147.55,17.86
312.4,338.41,301.29,941.25,9.89
313.28,286.76,304.76,799.41,18.17
313.98,303.4,302.37,1034.73,0.54
312.05,322.8,305.55,1092.75,17.17
312.81,331.38,302.01,950.92,15.41
313.22,307.81,305.28,767.18,3.45
313.63,307.07,303.18,1050.84,3.07
312.39,318.83,305.24,1021.83,14.8
313.2,313.36,304.05,580.22,17.32
313.58,311.92,303.14,448.06,0.69
313.26,315.04,303.57,1057.29,17.79
312.77,327.5,304.48,931.58,10.5
313.36,292.89,304.82,925.13,17.09
314.11,305.61,303.14,828.42,0.31
312.79,320.4,304.79,1112.09,19.78
313.12,334.92,301.37,892.89,10.89
313.29,288.03,305.13,757.51,16.48
314.6,302.72,302.6,928.35,1.23
312.33,322.84,305.35,1041.17,17.86
313.19,321.12,302.53,934.8,13.26
313.81,308.93,304.47,725.27,3.53
313.77,308.44,303.56,1057.29,1.76
312.54,325.33,304.76,992.82,14.57
313.57,302.04,304.5,844.54,18.55
314.37,307.7,303.45,812.31,0.92
312.93,320.08,304.98,1128.21,16.1
313.16,339.53,301.85,947.69,11.88
313.72,283.7,304.73,831.65,18.47
314.9,302.17,302.36,909.01,0.38
313.3,317.59,304.21,1121.76,16.48
312.78,337.54,303.4,860.66,9.05
313.85,285.9,304.75,809.08,16.1
314.84,301.26,302.58,1070.18,0.08
312.61,325.09,305.33,954.14,19.39
314.07,326.66,301.61,954.14,8.74
312.99,305.14,305.62,751.06,7.67
314.5,306.3,302.99,1118.53,0.38
312.76,319.09,304.57,941.25,18.4
313.76,302.29,304.12,844.54,11.65
314.75,308.31,303.32,905.79,5.6
313.32,319.83,304.33,1015.38,18.93
313.54,337.57,302.29,963.81,16.4
314.27,282.49,304.19,825.2,15.49
315.05,302.18,302.83,1050.84,3.14
312.58,324.62,305.43,957.36,19.32
314.32,325.94,302.53,902.56,1.53
313.64,305.48,305.03,725.27,19.24
314.61,306.59,303.06,1150.77,1.61
313.09,319.48,304.4,947.69,16.71
313.49,316.78,304.38,796.19,4.37
313.7,287.35,304.22,838.1,14.03
315.2,303.77,303.24,986.37,1.23
313.12,323.84,305.35,954.14,17.48
313.92,340.07,301.92,731.72,6.44
312.89,307.32,306.49,1057.29,12.95
315.43,303.83,302.47,954.14,15.64
313.07,320.88,304.95,838.1,20.01
