span
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.8800
 465.9800
 465.9800
 465.8800
 465.8800
 465.9800
 465.8800
 465.8800
 465.8800
 465.8800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.8800
 465.9800
 465.9800
 465.9800
 465.8800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.8800
 465.8800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 465.9800
 466.0800
 466.1800
 466.1800
 466.1800
 466.1800
 466.0800
 466.0800
 466.0800
 466.0800
 466.0800
 466.0800
 465.9800
 465.9800
 466.0800
 465.1800
 464.6800
 463.7800
 463.0800
 462.0800
 461.2800
 460.0800
 459.2800
 458.3800
 457.2800
 456.7800
 455.5800
 454.3800
 453.1800
 452.1800
 450.9800
 449.5800
 448.5800
 447.1800
 445.9800
 444.5800
 443.3800
 442.0800
 440.5800
 439.1800
 437.6800
 436.2800
 435.4800
 434.2800
 432.5800
 431.0800
 429.5800
 427.7800
 426.2800
 424.5800
 422.8800
 421.2800
 419.6800
 417.8800
 416.1800
 414.3800
 412.3800
 410.7800
 409.8800
 407.8800
 405.9800
 403.9800
 402.0800
 400.1800
 397.8800
 395.8800
 393.6800
 391.7800
 389.7800
 387.7800
 385.7800
 383.7800
 381.7800
 379.7800
 377.8800
 376.6800
 374.4800
 372.4800
 370.2800
 368.3800
 366.2800
 366.2800
 362.3800
 360.1800
 357.8800
 355.7800
 353.4800
 351.2800
 349.0800
 346.8800
 344.5800
 342.0800
 339.9800
 337.7800
 335.2800
 332.7800
 330.2800
 327.9800
 326.7800
 324.3800
 322.1800
 320.0800
 317.5800
 315.4800
 313.1800
 310.6800
 308.4800
 306.0800
 303.7800
 301.4800
 299.2800
 297.0800
 294.6800
 292.1800
 289.9800
 287.5800
 286.5800
 284.0800
 281.8800
 279.5800
 277.3800
 275.0800
 272.5800
 270.3800
 268.0800
 265.6800
 263.2800
 260.9800
 258.7800
 256.1800
 253.8800
 252.0800
 249.5800
 248.2800
 246.2800
 243.7800
 241.5800
 239.3800
 236.9800
 234.7800
 232.5800
 229.9800
 227.5800
 225.3800
 223.1800
 220.5800
 217.9800
 215.9800
 213.5800
 211.0800
 209.8800
 207.7800
 205.4800
 202.9800
 200.7800
 198.4800
 196.3800
 193.8800
 191.4800
 189.2800
 186.8800
 184.4800
 182.3800
 180.0800
 177.7800
 175.3800
 173.2800
 172.0800
 169.6800
 167.3800
 165.3800
 163.0800
 160.7800
 158.1800
 156.0800
 153.6800
 151.2800
 149.1800
 147.0800
 144.6800
 142.5800
 140.2800
 137.8800
 135.5800
 134.4800
 133.3800
 129.5800
 127.4800
 125.0800
 123.0800
 121.8800
 119.5800
 117.4800
 114.9800
 112.7800
 110.8800
 108.8800
 106.4800
 104.1800
 101.8800
 99.5800
 97.4800
 95.0800
 93.1800
 91.2800
 89.5800
 88.0800
 86.2800
 85.4800
 84.0800
 82.5800
 81.3800
 80.3800
 79.4800
 78.4800
 78.0800
 77.5800
 76.8800
 76.8800
 76.8800
 76.7800
 76.7800
 76.7800
 76.8800
 76.8800
 76.8800
 76.8800
 76.8800
 76.8800
 76.8800
 76.8800
 76.8800
 76.8800
 76.9800
 76.9800
 76.9800
 76.8800
 76.8800
 76.8800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.8800
 76.8800
 76.8800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.7800
 76.8800
 76.8800
 76.9800
 76.9800
 76.9800
 76.8800
 77.9800
 77.2800
 76.6800
 76.1800
 98.1800
 95.6800
 93.4800
 93.1800
 93.1800
 93.0800
 93.0800
 93.0800
 92.9800
 92.9800
 92.7800
 92.6800
 92.6800
 92.7800
